instauracao;sr;uf;competencia;Indiciamentos;Indiciados;relatorio;duracao
24/04/2017;SR/PF/MG;MG;DELEPREV;3;3;22/02/2018;304
26/04/2017;DPF/VAG/MG;MG;DELEPREV;1;1;22/02/2018;302
31/05/2017;SR/PF/AL;AL;DELEPREV;2;2;22/02/2018;267
31/05/2017;DPF/CIT/ES;ES;DELEPREV;1;1;22/02/2018;267
06/10/2017;SR/PF/BA;BA;DELEPREV;1;1;22/02/2018;139
06/02/2018;DPF/UDI/MG;MG;DELEPREV;3;3;22/02/2018;16
27/03/2015;SR/DPF/DF;DF;DELEPREV;3;1;23/02/2018;1064
10/03/2016;DPF/SAG/RS;RS;DELEPREV;1;1;23/02/2018;715
01/06/2012;SR/PF/SP;SP;DELEPREV;1;1;26/02/2018;2096
26/01/2015;SR/PF/SP;SP;DELEPREV;1;1;26/02/2018;1127
04/03/2015;SR/PF/AL;AL;DELEPREV;3;3;26/02/2018;1090
21/05/2015;SR/PF/AL;AL;DELEPREV;1;1;26/02/2018;1012
26/08/2015;SR/PF/SP;SP;DELEPREV;3;3;26/02/2018;915
05/07/2016;SR/PF/AL;AL;DELEPREV;2;1;26/02/2018;601
16/08/2016;SR/DPF/SC;SC;DELEPREV;1;1;26/02/2018;559
05/09/2016;SR/DPF/RS;RS;DELEPREV;1;1;26/02/2018;539
16/03/2017;SR/PF/PI;PI;DELEPREV;1;1;26/02/2018;347
05/04/2017;SR/PF/BA;BA;DELEPREV;1;1;26/02/2018;327
12/04/2017;DPF/MII/SP;SP;DELEPREV;1;1;26/02/2018;320
24/01/2018;SR/PF/PA;PA;DELEPREV;1;1;26/02/2018;33
06/05/2013;SR/PF/SP;SP;DELEPREV;2;1;27/02/2018;1758
03/02/2015;SR/PF/SP;SP;DELEPREV;2;2;27/02/2018;1120
26/04/2016;DPF/JFA/MG;MG;DELEPREV;2;2;27/02/2018;672
11/08/2016;DPF/JFA/MG;MG;DELEPREV;1;1;27/02/2018;565
05/10/2016;SR/PF/AL;AL;DELEPREV;2;2;27/02/2018;510
31/10/2016;DPF/CCM/SC;SC;DELEPREV;1;1;27/02/2018;484
03/11/2016;DPF/PHB/PI;PI;DELEPREV;2;2;27/02/2018;481
01/03/2017;SR/PF/PE;PE;DELEPREV;1;1;27/02/2018;363
17/03/2017;DPF/DVS/MG;MG;DELEPREV;1;1;27/02/2018;347
25/04/2017;DPF/CCM/SC;SC;DELEPREV;1;1;27/02/2018;308
29/06/2012;DPF/GOY/RJ;RJ;DELEPREV;6;2;28/02/2018;2070
27/07/2015;DPF/PHB/PI;PI;DELEPREV;1;1;28/02/2018;947
27/08/2015;SR/PF/PI;PI;DELEPREV;12;12;28/02/2018;916
28/08/2015;DPF/LDA/PR;PR;DELEPREV;1;1;28/02/2018;915
04/09/2015;DPF/SAG/RS;RS;DELEPREV;1;1;28/02/2018;908
04/12/2015;SR/PF/BA;BA;DELEPREV;3;3;28/02/2018;817
14/10/2016;SR/PF/GO;GO;DELEPREV;1;1;28/02/2018;502
29/11/2016;SR/PF/GO;GO;DELEPREV;1;1;28/02/2018;456
07/02/2017;SR/PF/GO;GO;DELEPREV;3;3;28/02/2018;386
02/03/2017;SR/PF/BA;BA;DELEPREV;2;2;28/02/2018;363
26/04/2017;DPF/ITZ/MA;MA;DELEPREV;2;2;28/02/2018;308
27/04/2017;SR/PF/PE;PE;DELEPREV;1;1;28/02/2018;307
15/05/2017;DPF/VAG/MG;MG;DELEPREV;1;1;28/02/2018;289
18/05/2017;SR/PF/GO;GO;DELEPREV;1;1;28/02/2018;286
18/05/2017;SR/PF/GO;GO;DELEPREV;1;1;28/02/2018;286
04/09/2017;SR/PF/GO;GO;DELEPREV;1;1;28/02/2018;177
28/11/2017;SR/PF/GO;GO;DELEPREV;1;1;28/02/2018;92
02/02/2018;DPF/RPO/SP;SP;DELEPREV;1;1;28/02/2018;26
14/11/2012;SR/PF/AL;AL;DELEPREV;5;5;01/03/2018;1933
25/04/2014;DPF/NIG/RJ;RJ;DELEPREV;1;2;01/03/2018;1406
18/06/2015;DPF/NRI/RJ;RJ;DELEPREV;1;1;01/03/2018;987
10/09/2015;DPF/SNM/PA;PA;DELEPREV;1;1;01/03/2018;903
11/03/2016;SR/PF/MT;MT;DELEPREV;3;3;01/03/2018;720
29/07/2016;DPF/LDA/PR;PR;DELEPREV;1;1;01/03/2018;580
04/11/2016;DPF/SAG/RS;RS;DELEPREV;1;1;01/03/2018;482
24/01/2017;SR/PF/PE;PE;DELEPREV;1;1;01/03/2018;401
21/03/2017;DPF/GOY/RJ;RJ;DELEPREV;2;2;01/03/2018;345
24/03/2017;PF/MBA/PA;PA;DELEPREV;1;1;01/03/2018;342
24/07/2017;DPF/NIG/RJ;RJ;DELEPREV;1;1;01/03/2018;220
14/08/2017;DPF/XAP/SC;SC;DELEPREV;1;1;01/03/2018;199
10/10/2017;SR/PF/PR;PR;DELEPREV;3;3;01/03/2018;142
07/12/2017;SR/DPF/SC;SC;DELEPREV;1;1;01/03/2018;84
02/04/2012;DPF/CAS/SP;SP;DELEPREV;1;1;02/03/2018;2160
07/11/2013;SR/DPF/SC;SC;DELEPREV;3;4;02/03/2018;1576
16/08/2017;DPF/CCM/SC;SC;DELEPREV;1;1;02/03/2018;198
04/07/2013;SR/PF/BA;BA;DELEPREV;1;1;05/03/2018;1705
27/08/2013;SR/PF/SP;SP;DELEPREV;3;3;05/03/2018;1651
07/08/2014;SR/PF/AL;AL;DELEPREV;2;2;05/03/2018;1306
27/06/2016;SR/PF/BA;BA;DELEPREV;2;2;05/03/2018;616
18/11/2016;SR/PF/SE;SE;DELEPREV;5;1;05/03/2018;472
05/09/2017;DPF/GOY/RJ;RJ;DELEPREV;1;1;05/03/2018;181
06/10/2017;SR/PF/BA;BA;DELEPREV;1;1;05/03/2018;150
09/10/2017;SR/PF/PR;PR;DELEPREV;3;3;05/03/2018;147
26/10/2017;DPF/JNE/CE;CE;DELEPREV;1;1;05/03/2018;130
05/11/2013;SR/PF/RN;RN;DELEPREV;2;2;06/03/2018;1582
08/11/2013;SR/DPF/SC;SC;DELEPREV;5;4;06/03/2018;1579
29/05/2014;DPF/NIG/RJ;RJ;DELEPREV;1;1;06/03/2018;1377
30/05/2014;SR/PF/PA;PA;DELEPREV;2;2;06/03/2018;1376
11/09/2015;SR/PF/PA;PA;DELEPREV;1;1;06/03/2018;907
01/12/2015;DPF/LGE/SC;SC;DELEPREV;4;4;06/03/2018;826
04/12/2015;SR/PF/AL;AL;DELEPREV;1;1;06/03/2018;823
22/02/2016;SR/DPF/RS;RS;DELEPREV;2;3;06/03/2018;743
14/03/2016;DPF/ILS/BA;BA;DELEPREV;1;1;06/03/2018;722
29/09/2016;SR/PF/BA;BA;DELEPREV;1;1;06/03/2018;523
31/05/2017;DPF/NRI/RJ;RJ;DELEPREV;1;1;06/03/2018;279
03/08/2017;DPF/CCM/SC;SC;DELEPREV;1;1;06/03/2018;215
17/11/2017;DPF/SMA/RS;RS;DELEPREV;1;1;06/03/2018;109
23/11/2017;DPF/JNE/CE;CE;DELEPREV;1;1;06/03/2018;103
20/06/2014;SR/PF/SE;SE;DELEPREV;3;1;07/03/2018;1356
03/05/2016;DPF/JVE/SC;SC;DELEPREV;2;2;07/03/2018;673
23/09/2016;SR/DPF/DF;DF;DELEPREV;2;2;07/03/2018;530
18/11/2016;DPF/JFA/MG;MG;DELEPREV;1;1;07/03/2018;474
29/11/2016;SR/DPF/DF;DF;DELEPREV;3;3;07/03/2018;463
20/02/2017;DPF/JFA/MG;MG;DELEPREV;1;1;07/03/2018;380
09/03/2017;DPF/AQA/SP;SP;DELEPREV;2;2;07/03/2018;363
31/03/2017;SR/PF/SE;SE;DELEPREV;1;1;07/03/2018;341
15/08/2017;SR/PF/SE;SE;DELEPREV;3;3;07/03/2018;204
26/07/2012;SR/PF/MG;MG;DELEPREV;6;6;08/03/2018;2051
18/09/2014;SR/PF/PE;PE;DELEPREV;1;1;08/03/2018;1267
25/01/2016;SR/PF/AL;AL;DELEPREV;1;1;08/03/2018;773
06/07/2016;SR/PF/AL;AL;DELEPREV;1;1;08/03/2018;610
06/07/2016;SR/PF/AL;AL;DELEPREV;3;3;08/03/2018;610
02/12/2016;DPF/IJI/SC;SC;DELEPREV;1;1;08/03/2018;461
28/03/2017;SR/PF/BA;BA;DELEPREV;1;1;08/03/2018;345
29/11/2017;SR/PF/BA;BA;DELEPREV;1;1;08/03/2018;99
04/12/2017;SR/DPF/SC;SC;DELEPREV;1;1;08/03/2018;94
06/02/2018;SR/PF/PB;PB;DELEPREV;1;1;08/03/2018;30
29/11/2012;SR/PF/BA;BA;DELEPREV;4;4;09/03/2018;1926
26/03/2014;SR/PF/SP;SP;DELEPREV;1;1;09/03/2018;1444
17/07/2014;SR/PF/MA;MA;DELEPREV;2;2;09/03/2018;1331
09/02/2015;SR/PF/CE;CE;DELEPREV;1;1;09/03/2018;1124
29/12/2015;DPF/ILS/BA;BA;DELEPREV;3;1;09/03/2018;801
10/10/2016;DPF/AQA/SP;SP;DELEPREV;1;1;09/03/2018;515
20/03/2017;DPF/SAG/RS;RS;DELEPREV;1;1;09/03/2018;354
17/05/2017;SR/PF/GO;GO;DELEPREV;2;2;09/03/2018;296
10/02/2014;SR/PF/BA;BA;DELEPREV;1;1;12/03/2018;1491
08/08/2014;DPF/JFA/MG;MG;DELEPREV;8;8;12/03/2018;1312
17/06/2015;SR/PF/SP;SP;DELEPREV;3;3;12/03/2018;999
04/11/2015;DPF/NIG/RJ;RJ;DELEPREV;1;1;12/03/2018;859
30/11/2015;SR/PF/SP;SP;DELEPREV;1;1;12/03/2018;833
29/06/2016;SR/PF/PA;PA;DELEPREV;2;2;12/03/2018;621
05/07/2016;SR/PF/PA;PA;DELEPREV;2;2;12/03/2018;615
18/07/2016;SR/PF/PA;PA;DELEPREV;3;3;12/03/2018;602
29/07/2016;SR/PF/PA;PA;DELEPREV;3;3;12/03/2018;591
20/02/2017;SR/PF/AP;AP;DELEPREV;1;1;12/03/2018;385
08/11/2017;DPF/GOY/RJ;RJ;DELEPREV;1;1;12/03/2018;124
30/08/2013;SR/PF/MT;MT;DELEPREV;1;1;13/03/2018;1656
20/10/2014;DPF/MOC/MG;MG;DELEPREV;1;1;13/03/2018;1240
03/06/2016;SR/PF/SE;SE;DELEPREV;2;2;13/03/2018;648
06/10/2016;SR/PF/RN;RN;DELEPREV;1;1;13/03/2018;523
03/03/2017;DPF/SNM/PA;PA;DELEPREV;1;1;13/03/2018;375
15/03/2017;SR/PF/MT;MT;DELEPREV;1;1;13/03/2018;363
26/06/2017;DPF/BRG/MT;MT;DELEPREV;1;1;13/03/2018;260
29/01/2018;DPF/STS/SP;SP;DELEPREV;1;1;13/03/2018;43
21/03/2013;SR/PF/SP;SP;DELEPREV;2;2;14/03/2018;1819
21/10/2014;SR/PF/SP;SP;DELEPREV;1;1;14/03/2018;1240
03/06/2015;SR/PF/BA;BA;DELEPREV;1;1;14/03/2018;1015
15/10/2015;SR/PF/CE;CE;DELEPREV;2;2;14/03/2018;881
06/09/2016;SR/PF/SE;SE;DELEPREV;3;3;14/03/2018;554
15/02/2017;DPF/STS/SP;SP;DELEPREV;1;1;14/03/2018;392
06/06/2017;DPF/GOY/RJ;RJ;DELEPREV;1;1;14/03/2018;281
01/02/2013;SR/PF/AL;AL;DELEPREV;4;4;15/03/2018;1868
15/06/2016;DPF/CAS/SP;SP;DELEPREV;2;2;15/03/2018;638
26/07/2016;DPF/NRI/RJ;RJ;DELEPREV;1;1;15/03/2018;597
20/09/2016;DPF/NIG/RJ;RJ;DELEPREV;1;1;15/03/2018;541
31/05/2017;DPF/CIT/ES;ES;DELEPREV;4;4;15/03/2018;288
23/01/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;15/03/2018;51
24/01/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;15/03/2018;50
07/02/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;15/03/2018;36
06/11/2014;DPF/RPO/SP;SP;DELEPREV;5;5;16/03/2018;1226
30/12/2014;SR/PF/AL;AL;DELEPREV;1;1;16/03/2018;1172
21/09/2015;SR/DPF/ES;ES;DELEPREV;12;7;16/03/2018;907
18/04/2016;SR/PF/GO;GO;DELEPREV;1;1;16/03/2018;697
19/04/2016;DPF/RPO/SP;SP;DELEPREV;1;1;16/03/2018;696
22/08/2016;SR/PF/GO;GO;DELEPREV;1;1;16/03/2018;571
21/12/2016;DPF/RPO/SP;SP;DELEPREV;2;2;16/03/2018;450
09/03/2012;SR/PF/SP;SP;DELEPREV;1;1;19/03/2018;2201
09/08/2013;DPF/GOY/RJ;RJ;DELEPREV;1;1;19/03/2018;1683
26/05/2015;SR/PF/SP;SP;DELEPREV;1;1;19/03/2018;1028
31/10/2016;DPF/RPO/SP;SP;DELEPREV;7;7;19/03/2018;504
03/05/2017;DPF/AQA/SP;SP;DELEPREV;2;2;19/03/2018;320
24/07/2017;SR/PF/BA;BA;DELEPREV;1;1;19/03/2018;238
26/01/2018;DPF/GRA/PR;PR;DELEPREV;1;1;19/03/2018;52
07/07/2014;SR/PF/RN;RN;DELEPREV;2;2;20/03/2018;1352
17/02/2017;SR/PF/AP;AP;DELEPREV;1;1;20/03/2018;396
23/02/2017;DPF/MCE/RJ;RJ;DELEPREV;2;2;20/03/2018;390
12/04/2017;DPF/NIG/RJ;RJ;DELEPREV;1;1;20/03/2018;342
19/07/2017;DPF/NIG/RJ;RJ;DELEPREV;1;1;20/03/2018;244
21/07/2017;DPF/AQA/SP;SP;DELEPREV;1;1;20/03/2018;242
03/08/2017;SR/PF/BA;BA;DELEPREV;1;1;20/03/2018;229
22/08/2017;DPF/GOY/RJ;RJ;DELEPREV;3;3;20/03/2018;210
29/08/2017;SR/PF/BA;BA;DELEPREV;1;1;20/03/2018;203
14/09/2017;DPF/CGE/PB;PB;DELEPREV;1;1;20/03/2018;187
29/11/2017;SR/PF/BA;BA;DELEPREV;1;1;20/03/2018;111
04/12/2017;DPF/SAG/RS;RS;DELEPREV;2;2;20/03/2018;106
23/01/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;20/03/2018;56
24/01/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;20/03/2018;55
04/04/2016;DPF/GOY/RJ;RJ;DELEPREV;2;1;21/03/2018;716
22/09/2016;DPF/JFA/MG;MG;DELEPREV;1;1;21/03/2018;545
23/10/2017;DPF/DRS/MS;MS;DELEPREV;1;1;21/03/2018;149
07/02/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;21/03/2018;42
07/02/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;21/03/2018;42
07/02/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;21/03/2018;42
07/02/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;21/03/2018;42
07/02/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;21/03/2018;42
08/02/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;21/03/2018;41
08/02/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;21/03/2018;41
08/02/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;21/03/2018;41
08/02/2018;DPF/MCE/RJ;RJ;DELEPREV;1;1;21/03/2018;41
16/05/2014;DPF/GOY/RJ;RJ;DELEPREV;1;1;22/03/2018;1406
22/07/2015;SR/PF/GO;GO;DELEPREV;1;1;22/03/2018;974
05/10/2016;SR/PF/BA;BA;DELEPREV;1;1;22/03/2018;533
09/12/2016;SR/DPF/RJ;RJ;DELEPREV;1;1;22/03/2018;468
10/12/2016;SR/PF/MA;MA;DELEPREV;1;1;22/03/2018;467
02/03/2017;SR/PF/BA;BA;DELEPREV;1;1;22/03/2018;385
11/05/2017;DPF/VAG/MG;MG;DELEPREV;1;1;22/03/2018;315
19/06/2017;SR/PF/BA;BA;DELEPREV;1;1;22/03/2018;276
21/07/2017;SR/DPF/ES;ES;DELEPREV;1;1;22/03/2018;244
03/08/2017;SR/PF/BA;BA;DELEPREV;1;1;22/03/2018;231
30/08/2017;DPF/MCE/RJ;RJ;DELEPREV;1;1;22/03/2018;204
14/09/2017;DPF/MCE/RJ;RJ;DELEPREV;1;1;22/03/2018;189
29/11/2017;SR/PF/BA;BA;DELEPREV;1;1;22/03/2018;113
29/11/2017;SR/PF/BA;BA;DELEPREV;1;1;22/03/2018;113
24/03/2015;DPF/JZO/BA;BA;DELEPREV;1;1;23/03/2018;1095
22/10/2015;SR/PF/AM;AM;DELEPREV;1;1;23/03/2018;883
07/03/2017;DPF/RPO/SP;SP;DELEPREV;1;1;23/03/2018;381
04/07/2017;SR/PF/PE;PE;DELEPREV;1;1;23/03/2018;262
13/09/2017;DPF/SAG/RS;RS;DELEPREV;1;1;23/03/2018;191
11/08/2014;DPF/NIG/RJ;RJ;DELEPREV;1;1;26/03/2018;1323
11/08/2014;DPF/NIG/RJ;RJ;DELEPREV;1;1;26/03/2018;1323
20/10/2014;DPF/NIG/RJ;RJ;DELEPREV;1;1;26/03/2018;1253
11/02/2015;SR/PF/PR;PR;DELEPREV;4;3;26/03/2018;1139
04/08/2017;DPF/UDI/MG;MG;DELEPREV;2;2;26/03/2018;234
25/09/2017;SR/DPF/ES;ES;DELEPREV;1;1;26/03/2018;182
07/12/2017;SR/DPF/SC;SC;DELEPREV;1;1;26/03/2018;109
29/11/2012;SR/PF/PA;PA;DELEPREV;1;1;27/03/2018;1944
29/10/2013;PF/MBA/PA;PA;DELEPREV;1;1;27/03/2018;1610
18/11/2013;SR/PF/AM;AM;DELEPREV;1;1;27/03/2018;1590
07/08/2014;SR/PF/AL;AL;DELEPREV;1;1;27/03/2018;1328
20/11/2014;SR/PF/RN;RN;DELEPREV;1;1;27/03/2018;1223
17/11/2015;DPF/RPO/SP;SP;DELEPREV;2;2;27/03/2018;861
01/12/2015;SR/PF/PA;PA;DELEPREV;1;1;27/03/2018;847
15/02/2016;SR/PF/BA;BA;DELEPREV;1;1;27/03/2018;771
15/02/2016;SR/PF/BA;BA;DELEPREV;2;1;27/03/2018;771
22/04/2016;SR/PF/MT;MT;DELEPREV;1;1;27/03/2018;704
06/06/2016;SR/PF/AM;AM;DELEPREV;1;1;27/03/2018;659
09/06/2016;SR/PF/AM;AM;DELEPREV;1;1;27/03/2018;656
06/12/2016;SR/PF/CE;CE;DELEPREV;1;1;27/03/2018;476
19/01/2017;SR/PF/BA;BA;DELEPREV;1;1;27/03/2018;432
28/11/2013;DPF/JFA/MG;MG;DELEPREV;2;1;28/03/2018;1581
30/05/2016;SR/PF/AM;AM;DELEPREV;1;1;28/03/2018;667
09/06/2016;DPF/MII/SP;SP;DELEPREV;1;1;28/03/2018;657
11/07/2016;DPF/SGO/PE;PE;DELEPREV;1;1;28/03/2018;625
09/09/2016;SR/PF/BA;BA;DELEPREV;1;1;28/03/2018;565
08/05/2017;DPF/MII/SP;SP;DELEPREV;1;1;28/03/2018;324
03/08/2017;SR/PF/BA;BA;DELEPREV;1;1;28/03/2018;237
05/03/2018;DPF/CGE/PB;PB;DELEPREV;2;2;28/03/2018;23
06/07/2012;DPF/GOY/RJ;RJ;DELEPREV;7;2;29/03/2018;2092
23/02/2017;DPF/SAG/RS;RS;DELEPREV;1;1;29/03/2018;399
08/08/2017;DPF/NIG/RJ;RJ;DELEPREV;1;1;29/03/2018;233
12/09/2017;DPF/ARU/SP;SP;DELEPREV;2;2;23/01/2018;133
27/07/2017;DPF/ARU/SP;SP;DELEPREV;1;1;01/03/2018;217
30/05/2016;DPF/GVS/MG;MG;OUTRAS;1;1;25/01/2018;605
11/11/2016;SR/PF/AL;AL;OUTRAS;3;3;30/01/2018;445
07/05/2015;SR/PF/AM;AM;OUTRAS;1;1;05/02/2018;1005
09/08/2017;SR/PF/AM;AM;OUTRAS;1;1;05/02/2018;180
20/09/2017;SR/PF/AM;AM;OUTRAS;1;1;05/02/2018;138
05/06/2014;DPF/SCS/RS;RS;OUTRAS;3;3;06/02/2018;1342
26/04/2016;SR/PF/AM;AM;OUTRAS;1;1;06/02/2018;651
10/08/2017;SR/PF/AM;AM;OUTRAS;1;1;07/02/2018;181
14/04/2016;SR/PF/AM;AM;OUTRAS;1;1;08/02/2018;665
23/05/2017;SR/PF/AM;AM;OUTRAS;1;1;08/02/2018;261
10/08/2017;SR/PF/AM;AM;OUTRAS;1;1;08/02/2018;182
18/05/2015;SR/PF/AM;AM;OUTRAS;1;1;07/03/2018;1024
11/02/2016;SR/PF/AM;AM;OUTRAS;1;1;07/03/2018;755
19/10/2016;SR/PF/AM;AM;OUTRAS;1;1;09/03/2018;506
19/10/2016;SR/PF/AM;AM;OUTRAS;1;1;09/03/2018;506
19/10/2016;SR/PF/AM;AM;OUTRAS;1;1;09/03/2018;506
11/08/2017;SR/PF/AM;AM;OUTRAS;1;1;14/03/2018;215
22/05/2017;SR/PF/AM;AM;OUTRAS;1;1;22/03/2018;304
25/05/2017;SR/PF/AM;AM;OUTRAS;1;1;23/03/2018;302
03/07/2015;DPF/SNM/PA;PA;DELINST;2;2;02/01/2018;914
09/10/2017;DPF/SJK/SP;SP;DELINST;2;2;02/01/2018;85
28/11/2017;SR/DPF/DF;DF;DELINST;1;1;02/01/2018;35
24/06/2014;DPF/CCM/SC;SC;DELINST;10;10;03/01/2018;1289
14/04/2016;DPF/SCS/RS;RS;DELINST;1;1;03/01/2018;629
12/10/2017;DPF/JNE/CE;CE;DELINST;3;3;03/01/2018;83
06/10/2016;SR/PF/CE;CE;DELINST;1;1;04/01/2018;455
25/10/2016;SR/PF/PR;PR;DELINST;1;1;04/01/2018;436
05/04/2017;DPF/CIT/ES;ES;DELINST;1;1;04/01/2018;274
29/08/2016;SR/PF/GO;GO;DELINST;1;1;05/01/2018;494
23/09/2016;DPF/SMA/RS;RS;DELINST;1;1;05/01/2018;469
26/10/2017;DPF/SMA/RS;RS;DELINST;1;1;05/01/2018;71
08/11/2017;SR/PF/PA;PA;DELINST;1;1;05/01/2018;58
26/11/2014;DPF/LDA/PR;PR;DELINST;2;2;08/01/2018;1139
19/07/2016;DPF/AGA/TO;TO;DELINST;4;4;08/01/2018;538
10/07/2017;SR/PF/AP;AP;DELINST;2;2;08/01/2018;182
24/07/2014;DPF/GVS/MG;MG;DELINST;1;1;09/01/2018;1265
23/05/2016;DPF/GMI/RO;RO;DELINST;1;1;09/01/2018;596
24/05/2017;DPF/JVE/SC;SC;DELINST;1;1;09/01/2018;230
30/11/2017;SR/DPF/SC;SC;DELINST;1;1;09/01/2018;40
03/05/2012;DPF/JVE/SC;SC;DELINST;3;3;10/01/2018;2078
02/01/2015;SR/PF/PA;PA;DELINST;1;1;10/01/2018;1104
19/01/2016;DPF/RPO/SP;SP;DELINST;1;1;10/01/2018;722
19/01/2016;DPF/RPO/SP;SP;DELINST;1;1;10/01/2018;722
19/01/2016;DPF/RPO/SP;SP;DELINST;1;1;10/01/2018;722
08/03/2017;DPF/JNE/CE;CE;DELINST;1;1;10/01/2018;308
07/04/2017;SR/PF/TO;TO;DELINST;1;1;10/01/2018;278
30/12/2017;DPF/CAS/SP;SP;DELINST;2;2;10/01/2018;11
31/08/2010;SR/PF/CE;CE;DELINST;1;1;11/01/2018;2690
20/04/2016;DPF/VAG/MG;MG;DELINST;1;1;11/01/2018;631
19/10/2016;SR/DPF/SC;SC;DELINST;1;1;11/01/2018;449
29/11/2016;DPF/JNE/CE;CE;DELINST;1;1;11/01/2018;408
24/08/2017;SR/PF/PR;PR;DELINST;1;1;11/01/2018;140
15/09/2017;DPF/CCM/SC;SC;DELINST;1;1;11/01/2018;118
22/12/2017;DPF/AQA/SP;SP;DELINST;1;1;11/01/2018;20
29/12/2017;DPF/CAE/MT;MT;DELINST;1;1;11/01/2018;13
30/06/2015;DPF/SCS/RS;RS;DELINST;5;5;12/01/2018;927
29/08/2016;SR/PF/GO;GO;DELINST;1;1;12/01/2018;501
20/07/2017;SR/PF/AP;AP;DELINST;1;1;12/01/2018;176
22/09/2015;DPF/ROO/MT;MT;DELINST;1;1;15/01/2018;846
18/04/2016;DPF/ROO/MT;MT;DELINST;1;1;15/01/2018;637
20/10/2016;SR/PF/CE;CE;DELINST;1;1;15/01/2018;452
19/07/2017;DPF/SAG/RS;RS;DELINST;1;1;15/01/2018;180
26/07/2017;DPF/SIC/MT;MT;DELINST;1;1;15/01/2018;173
22/09/2017;DPF/RGE/RS;RS;DELINST;1;1;15/01/2018;115
01/02/2016;SR/PF/CE;CE;DELINST;1;1;16/01/2018;715
04/07/2016;DPF/GOY/RJ;RJ;DELINST;2;2;16/01/2018;561
31/08/2016;SR/PF/AM;AM;DELINST;1;1;16/01/2018;503
07/10/2016;DPF/JNE/CE;CE;DELINST;7;7;16/01/2018;466
28/07/2017;DPF/RPO/SP;SP;DELINST;1;1;16/01/2018;172
13/05/2016;SR/PF/GO;GO;DELINST;1;1;17/01/2018;614
18/08/2016;DPF/SAG/RS;RS;DELINST;1;1;17/01/2018;517
17/01/2017;DPF/VLA/RO;RO;DELINST;1;1;17/01/2018;365
27/12/2017;SR/PF/SP;SP;DELINST;1;1;17/01/2018;21
26/08/2016;SR/PF/PR;PR;DELINST;1;1;18/01/2018;510
05/12/2016;DPF/SAG/RS;RS;DELINST;2;2;18/01/2018;409
18/01/2017;SR/PF/GO;GO;DELINST;1;1;18/01/2018;365
31/12/2017;SR/PF/PI;PI;DELINST;1;1;18/01/2018;18
26/07/2013;DPF/PSO/BA;BA;DELINST;7;7;19/01/2018;1638
01/09/2015;SR/PF/SP;SP;DELINST;1;1;19/01/2018;871
23/03/2017;SR/PF/SE;SE;DELINST;1;1;19/01/2018;302
22/12/2017;DPF/GRA/PR;PR;DELINST;1;1;19/01/2018;28
01/12/2014;SR/PF/MA;MA;DELINST;1;1;22/01/2018;1148
12/03/2015;DPF/PHB/PI;PI;DELINST;1;1;22/01/2018;1047
28/03/2016;SR/PF/TO;TO;DELINST;1;1;22/01/2018;665
13/03/2017;SR/PF/TO;TO;DELINST;4;4;22/01/2018;315
18/05/2017;DPF/PFO/RS;RS;DELINST;1;1;22/01/2018;249
11/07/2017;DPF/PFO/RS;RS;DELINST;2;2;22/01/2018;195
07/09/2017;DPF/JVE/SC;SC;DELINST;1;1;22/01/2018;137
16/10/2012;SR/PF/BA;BA;DELINST;1;1;23/01/2018;1925
17/01/2014;SR/DPF/RS;RS;DELINST;1;1;23/01/2018;1467
19/09/2017;DPF/AQA/SP;SP;DELINST;3;3;23/01/2018;126
10/12/2017;DPF/UDI/MG;MG;DELINST;1;1;23/01/2018;44
21/12/2017;SR/PF/SE;SE;DELINST;1;1;23/01/2018;33
09/01/2018;SR/DPF/RJ;RJ;DELINST;1;1;23/01/2018;14
12/01/2018;DPF/CIT/ES;ES;DELINST;1;1;23/01/2018;11
27/07/2016;DPF/PFO/RS;RS;DELINST;1;1;24/01/2018;546
11/10/2016;SR/PF/CE;CE;DELINST;1;1;24/01/2018;470
17/02/2017;SR/PF/SE;SE;DELINST;1;1;24/01/2018;341
18/03/2017;SR/PF/GO;GO;DELINST;1;1;24/01/2018;312
04/05/2015;SR/PF/TO;TO;DELINST;1;1;25/01/2018;997
11/12/2015;SR/DPF/SC;SC;DELINST;1;1;25/01/2018;776
26/02/2016;DPF/CAS/SP;SP;DELINST;1;1;25/01/2018;699
11/07/2016;SR/PF/CE;CE;DELINST;1;1;25/01/2018;563
11/11/2016;DPF/PHB/PI;PI;DELINST;1;1;25/01/2018;440
20/12/2017;DPF/PSO/BA;BA;DELINST;1;1;25/01/2018;36
02/08/2013;DPF/SNM/PA;PA;DELINST;12;12;26/01/2018;1638
10/06/2016;DPF/LDA/PR;PR;DELINST;2;2;26/01/2018;595
