instauracao;sr;uf;competencia;Indiciamentos;Indiciados;relatorio;duracao
16/09/2016;DPF/CAS/SP;SP;DELINST;1;1;26/01/2018;497
23/09/2016;SR/DPF/ES;ES;DELINST;1;1;26/01/2018;490
08/12/2016;DPF/FIG/PR;PR;DELINST;1;1;26/01/2018;414
08/05/2017;DPF/JNE/CE;CE;DELINST;1;1;26/01/2018;263
12/02/2010;DPF/VDC/BA;BA;DELINST;1;1;29/01/2018;2908
16/11/2011;SR/PF/CE;CE;DELINST;1;1;29/01/2018;2266
04/04/2016;DPF/CZO/SP;SP;DELINST;1;1;29/01/2018;665
18/06/2012;PF/MBA/PA;PA;DELINST;1;1;30/01/2018;2052
14/03/2017;DPF/LGE/SC;SC;DELINST;1;1;30/01/2018;322
31/03/2017;DPF/XAP/SC;SC;DELINST;1;1;30/01/2018;305
15/08/2017;DPF/PHB/PI;PI;DELINST;1;1;30/01/2018;168
16/01/2018;DPF/VLA/RO;RO;DELINST;1;1;30/01/2018;14
08/05/2013;SR/PF/GO;GO;DELINST;1;1;31/01/2018;1729
23/03/2016;SR/PF/CE;CE;DELINST;1;1;31/01/2018;679
20/04/2016;SR/PF/CE;CE;DELINST;1;2;31/01/2018;651
17/11/2016;SR/PF/GO;GO;DELINST;1;1;31/01/2018;440
16/08/2017;DPF/AGA/TO;TO;DELINST;1;1;31/01/2018;168
30/01/2018;DPF/CRA/MS;MS;DELINST;2;2;31/01/2018;1
04/09/2015;SR/PF/GO;GO;DELINST;1;1;01/02/2018;881
11/04/2016;DPF/SOD/SP;SP;DELINST;1;1;01/02/2018;661
18/01/2017;SR/PF/AM;AM;DELINST;1;1;01/02/2018;379
21/07/2017;DPF/DVS/MG;MG;DELINST;1;1;01/02/2018;195
27/01/2018;DPF/PGZ/PR;PR;DELINST;1;1;01/02/2018;5
31/08/2015;DPF/URA/MG;MG;DELINST;1;1;02/02/2018;886
23/03/2017;SR/PF/SE;SE;DELINST;1;1;02/02/2018;316
28/01/2018;DPF/PGZ/PR;PR;DELINST;1;1;02/02/2018;5
26/01/2017;SR/DPF/ES;ES;DELINST;1;1;04/02/2018;374
02/04/2016;SR/PF/RO;RO;DELINST;2;2;05/02/2018;674
09/05/2017;DPF/IJI/SC;SC;DELINST;1;1;05/02/2018;272
31/08/2017;SR/PF/AM;AM;DELINST;1;1;05/02/2018;158
01/02/2018;SR/DPF/SC;SC;DELINST;1;1;05/02/2018;4
18/11/2016;DPF/SCS/RS;RS;DELINST;1;1;06/02/2018;445
29/06/2017;DPF/GRA/PR;PR;DELINST;2;2;06/02/2018;222
04/10/2017;DPF/AQA/SP;SP;DELINST;1;1;06/02/2018;125
11/10/2017;DPF/SMT/ES;ES;DELINST;8;8;06/02/2018;118
17/12/2017;DPF/TLS/MS;MS;DELINST;1;1;06/02/2018;51
12/01/2018;DPF/CIT/ES;ES;DELINST;1;1;06/02/2018;25
10/10/2013;SR/PF/RN;RN;DELINST;3;3;07/02/2018;1581
17/10/2013;DPF/ITZ/MA;MA;DELINST;1;1;07/02/2018;1574
13/06/2014;SR/PF/CE;CE;DELINST;1;1;07/02/2018;1335
15/08/2014;SR/PF/GO;GO;DELINST;1;1;07/02/2018;1272
29/01/2016;SR/PF/RN;RN;DELINST;1;1;07/02/2018;740
28/04/2017;SR/PF/AP;AP;DELINST;1;1;07/02/2018;285
15/09/2017;DPF/GRA/PR;PR;DELINST;1;1;07/02/2018;145
01/11/2017;DPF/GRA/PR;PR;DELINST;1;1;07/02/2018;98
17/12/2013;SR/DPF/RJ;RJ;DELINST;1;1;08/02/2018;1514
28/09/2015;DPF/PHB/PI;PI;DELINST;1;1;08/02/2018;864
15/12/2015;SR/PF/AM;AM;DELINST;1;1;08/02/2018;786
03/03/2017;DPF/SOD/SP;SP;DELINST;3;3;08/02/2018;342
28/08/2017;DPF/JVE/SC;SC;DELINST;2;2;08/02/2018;164
14/09/2017;SR/PF/PR;PR;DELINST;1;1;08/02/2018;147
11/08/2014;DPF/CGE/PB;PB;DELINST;3;3;09/02/2018;1278
15/06/2016;SR/PF/AM;AM;DELINST;1;1;09/02/2018;604
25/05/2017;DPF/PFO/RS;RS;DELINST;1;1;09/02/2018;260
28/08/2017;DPF/JVE/SC;SC;DELINST;1;1;09/02/2018;165
18/01/2018;DPF/FIG/PR;PR;DELINST;1;1;09/02/2018;22
22/07/2017;DPF/TLS/MS;MS;DELINST;1;1;10/02/2018;203
10/08/2015;DPF/SJK/SP;SP;DELINST;1;1;14/02/2018;919
07/10/2016;SR/PF/PR;PR;DELINST;3;3;14/02/2018;495
06/02/2018;SR/DPF/RJ;RJ;DELINST;1;1;14/02/2018;8
08/02/2018;SR/DPF/SC;SC;DELINST;1;1;14/02/2018;6
16/08/2013;DPF/STS/SP;SP;DELINST;1;1;15/02/2018;1644
20/05/2015;DPF/PHB/PI;PI;DELINST;1;1;15/02/2018;1002
08/04/2016;DPF/ANS/GO;GO;DELINST;1;1;15/02/2018;678
12/09/2017;DPF/JVE/SC;SC;DELINST;1;1;15/02/2018;156
22/07/2011;SR/PF/BA;BA;DELINST;3;3;16/02/2018;2401
26/09/2014;DPF/AGA/TO;TO;DELINST;2;2;16/02/2018;1239
29/01/2016;SR/PF/PI;PI;DELINST;1;1;16/02/2018;749
07/06/2017;DPF/CAS/SP;SP;DELINST;1;1;16/02/2018;254
12/09/2016;DPF/AQA/SP;SP;DELINST;1;1;18/02/2018;524
02/02/2015;DPF/PFO/RS;RS;DELINST;2;3;19/02/2018;1113
29/08/2016;SR/PF/GO;GO;DELINST;1;1;19/02/2018;539
04/05/2017;DPF/PHB/PI;PI;DELINST;1;1;19/02/2018;291
21/09/2017;DPF/MGA/PR;PR;DELINST;1;1;19/02/2018;151
23/10/2017;DPF/VDC/BA;BA;DELINST;1;1;19/02/2018;119
14/12/2017;DPF/PHB/PI;PI;DELINST;1;1;19/02/2018;67
09/06/2015;DPF/CGE/PB;PB;DELINST;2;2;20/02/2018;987
03/11/2016;SR/PF/MA;MA;DELINST;1;1;20/02/2018;474
24/11/2016;SR/PF/GO;GO;DELINST;1;1;20/02/2018;453
18/05/2017;DPF/VDC/BA;BA;DELINST;1;1;20/02/2018;278
08/06/2017;DPF/GOY/RJ;RJ;DELINST;1;1;20/02/2018;257
08/08/2017;SR/PF/RO;RO;DELINST;1;1;20/02/2018;196
16/01/2018;SR/PF/PI;PI;DELINST;1;1;20/02/2018;35
06/02/2018;DPF/CRA/MS;MS;DELINST;2;2;20/02/2018;14
09/06/2015;SR/PF/AL;AL;DELINST;1;1;21/02/2018;988
23/03/2016;DPF/PHB/PI;PI;DELINST;2;2;21/02/2018;700
22/07/2016;SR/PF/GO;GO;DELINST;1;1;21/02/2018;579
09/12/2016;SR/PF/PR;PR;DELINST;1;1;21/02/2018;439
11/10/2017;DPF/CIT/ES;ES;DELINST;1;1;21/02/2018;133
10/11/2016;DPF/GOY/RJ;RJ;DELINST;1;1;22/02/2018;469
18/05/2017;DPF/AQA/SP;SP;DELINST;1;1;22/02/2018;280
09/10/2017;DPF/SMT/ES;ES;DELINST;3;3;22/02/2018;136
23/01/2018;DPF/NVI/MS;MS;DELINST;1;1;22/02/2018;30
22/06/2017;SR/PF/PR;PR;DELINST;1;1;23/02/2018;246
20/07/2016;DPF/IJI/SC;SC;DELINST;1;1;26/02/2018;586
26/09/2016;DPF/LGE/SC;SC;DELINST;1;1;26/02/2018;518
25/08/2017;DPF/LGE/SC;SC;DELINST;1;1;26/02/2018;185
05/10/2017;DPF/GPB/PR;PR;DELINST;1;1;26/02/2018;144
19/01/2018;SR/PF/AL;AL;DELINST;1;1;26/02/2018;38
09/02/2018;SR/PF/RN;RN;DELINST;1;1;26/02/2018;17
14/02/2018;DPF/FIG/PR;PR;DELINST;1;1;26/02/2018;12
02/09/2016;DPF/ANS/GO;GO;DELINST;1;1;27/02/2018;543
29/11/2016;SR/PF/AP;AP;DELINST;1;1;27/02/2018;455
06/04/2017;DPF/VRA/RJ;RJ;DELINST;1;1;27/02/2018;327
12/06/2017;DPF/MGA/PR;PR;DELINST;1;1;27/02/2018;260
28/08/2017;DPF/DVS/MG;MG;DELINST;1;1;27/02/2018;183
14/09/2017;SR/PF/AL;AL;DELINST;1;1;27/02/2018;166
23/10/2017;DPF/MOS/RN;RN;DELINST;1;1;27/02/2018;127
11/02/2018;DPF/JZO/BA;BA;DELINST;1;1;27/02/2018;16
23/05/2013;SR/PF/MG;MG;DELINST;1;1;28/02/2018;1742
16/06/2014;DPF/PFO/RS;RS;DELINST;3;3;28/02/2018;1353
29/02/2016;DPF/PNG/PR;PR;DELINST;1;1;28/02/2018;730
14/06/2016;SR/PF/AP;AP;DELINST;1;1;28/02/2018;624
28/06/2016;DPF/PNG/PR;PR;DELINST;1;1;28/02/2018;610
28/06/2016;DPF/PNG/PR;PR;DELINST;1;1;28/02/2018;610
26/01/2017;SR/PF/CE;CE;DELINST;1;1;28/02/2018;398
08/03/2017;SR/DPF/DF;DF;DELINST;1;1;28/02/2018;357
10/03/2017;DPF/LGE/SC;SC;DELINST;1;1;28/02/2018;355
07/06/2017;DPF/PHB/PI;PI;DELINST;1;1;28/02/2018;266
10/07/2017;SR/PF/AP;AP;DELINST;1;1;28/02/2018;233
05/09/2013;DPF/PCA/SP;SP;DELINST;1;1;01/03/2018;1638
05/09/2014;SR/PF/PE;PE;DELINST;3;3;01/03/2018;1273
27/03/2015;DPF/NRI/RJ;RJ;DELINST;1;1;01/03/2018;1070
16/04/2015;SR/PF/MT;MT;DELINST;1;1;01/03/2018;1050
07/05/2015;DPF/NIG/RJ;RJ;DELINST;1;1;01/03/2018;1029
04/08/2016;SR/PF/SE;SE;DELINST;1;1;01/03/2018;574
19/10/2016;SR/PF/GO;GO;DELINST;1;1;01/03/2018;498
08/06/2017;SR/PF/PE;PE;DELINST;1;1;01/03/2018;266
13/09/2016;SR/PF/RO;RO;DELINST;1;1;02/03/2018;535
19/10/2016;SR/PF/GO;GO;DELINST;1;1;02/03/2018;499
19/12/2016;DPF/PTS/RS;RS;DELINST;2;2;02/03/2018;438
06/07/2017;DPF/SNM/PA;PA;DELINST;2;2;02/03/2018;239
08/08/2017;SR/PF/AM;AM;DELINST;5;5;02/03/2018;206
04/10/2017;SR/PF/CE;CE;DELINST;1;1;02/03/2018;149
25/01/2018;DPF/FIG/PR;PR;DELINST;1;1;02/03/2018;36
30/01/2018;DPF/PDE/SP;SP;DELINST;1;1;02/03/2018;31
01/03/2018;DPF/ILS/BA;BA;DELINST;1;1;02/03/2018;1
04/11/2014;DPF/SNM/PA;PA;DELINST;1;1;05/03/2018;1217
12/04/2016;DPF/LIV/RS;RS;DELINST;4;5;05/03/2018;692
16/02/2017;DPF/PFO/RS;RS;DELINST;7;8;05/03/2018;382
28/04/2017;DPF/LGE/SC;SC;DELINST;1;1;05/03/2018;311
24/04/2014;DPF/RPO/SP;SP;DELINST;1;1;06/03/2018;1412
26/02/2015;SR/PF/RN;RN;DELINST;2;2;06/03/2018;1104
11/03/2016;DPF/LDA/PR;PR;DELINST;1;1;06/03/2018;725
21/06/2017;DPF/DCQ/SC;SC;DELINST;2;2;06/03/2018;258
20/07/2017;DPF/SNM/PA;PA;DELINST;1;1;06/03/2018;229
28/09/2017;DPF/SCS/RS;RS;DELINST;1;1;06/03/2018;159
17/10/2017;SR/DPF/RJ;RJ;DELINST;1;1;06/03/2018;140
26/10/2017;DPF/CCM/SC;SC;DELINST;2;2;06/03/2018;131
12/02/2016;DPF/SOD/SP;SP;DELINST;1;1;07/03/2018;754
15/05/2017;SR/PF/BA;BA;DELINST;1;1;07/03/2018;296
30/09/2014;DPF/PDE/SP;SP;DELINST;1;1;08/03/2018;1255
12/11/2015;SR/PF/PR;PR;DELINST;2;2;08/03/2018;847
28/03/2016;DPF/PCA/SP;SP;DELINST;1;1;08/03/2018;710
03/06/2016;DPF/ITZ/MA;MA;DELINST;1;1;08/03/2018;643
20/01/2017;DPF/GOY/RJ;RJ;DELINST;1;1;08/03/2018;412
25/01/2017;SR/PF/CE;CE;DELINST;1;1;08/03/2018;407
04/07/2017;SR/PF/AL;AL;DELINST;1;1;08/03/2018;247
10/08/2017;DPF/GOY/RJ;RJ;DELINST;1;1;08/03/2018;210
09/05/2017;DPF/JTI/GO;GO;DELINST;1;1;09/03/2018;304
04/06/2017;DPF/LDA/PR;PR;DELINST;1;1;09/03/2018;278
11/09/2017;SR/PF/SP;SP;DELINST;1;1;09/03/2018;179
02/01/2018;DPF/SCS/RS;RS;DELINST;1;1;09/03/2018;66
31/01/2018;DPF/RDO/PA;PA;DELINST;1;1;09/03/2018;37
01/11/2017;DPF/EPA/AC;AC;DELINST;1;1;10/03/2018;129
02/04/2015;DPF/RDO/PA;PA;DELINST;1;1;12/03/2018;1075
04/12/2015;DPF/XAP/SC;SC;DELINST;2;2;12/03/2018;829
31/03/2017;DPF/XAP/SC;SC;DELINST;2;2;12/03/2018;346
03/07/2017;DPF/JVE/SC;SC;DELINST;1;1;12/03/2018;252
28/02/2018;SR/PF/AC;AC;DELINST;1;1;12/03/2018;12
04/08/2016;SR/PF/SE;SE;DELINST;1;1;13/03/2018;586
09/08/2016;SR/PF/SE;SE;DELINST;1;1;13/03/2018;581
30/09/2016;SR/PF/TO;TO;DELINST;2;2;13/03/2018;529
09/03/2017;DPF/PHB/PI;PI;DELINST;1;1;13/03/2018;369
09/06/2017;SR/PF/TO;TO;DELINST;1;1;13/03/2018;277
03/03/2018;DPF/FIG/PR;PR;DELINST;1;1;13/03/2018;10
10/08/2016;SR/PF/RO;RO;DELINST;2;2;14/03/2018;581
09/03/2017;DPF/PHB/PI;PI;DELINST;1;1;14/03/2018;370
25/09/2017;SR/DPF/DF;DF;DELINST;1;1;14/03/2018;170
30/10/2017;DPF/CAE/MT;MT;DELINST;1;1;14/03/2018;135
02/03/2018;DPF/PPA/MS;MS;DELINST;1;1;14/03/2018;12
13/02/2017;DPF/DRS/MS;MS;DELINST;1;1;15/03/2018;395
04/07/2017;DPF/PTS/RS;RS;DELINST;2;2;15/03/2018;254
22/12/2016;DPF/SBA/RS;RS;DELINST;1;1;16/03/2018;449
04/01/2018;DPF/PPA/MS;MS;DELINST;1;1;16/03/2018;71
21/02/2018;DPF/JTI/GO;GO;DELINST;2;2;16/03/2018;23
15/03/2018;SR/PF/SP;SP;DELINST;1;1;16/03/2018;1
13/11/2015;DPF/CZO/SP;SP;DELINST;1;1;19/03/2018;857
25/05/2016;SR/PF/MG;MG;DELINST;1;1;19/03/2018;663
20/09/2016;DPF/RPO/SP;SP;DELINST;1;1;19/03/2018;545
04/07/2017;DPF/PFO/RS;RS;DELINST;6;6;19/03/2018;258
12/07/2017;DPF/AQA/SP;SP;DELINST;2;2;19/03/2018;250
31/01/2018;DPF/TLS/MS;MS;DELINST;1;1;19/03/2018;47
06/03/2018;DPF/FIG/PR;PR;DELINST;1;1;19/03/2018;13
08/08/2016;SR/PF/BA;BA;DELINST;1;1;20/03/2018;589
19/01/2017;DPF/SMT/ES;ES;DELINST;9;9;20/03/2018;425
18/04/2017;SR/PF/GO;GO;DELINST;1;1;20/03/2018;336
26/05/2017;SR/PF/PE;PE;DELINST;1;1;20/03/2018;298
26/05/2017;SR/PF/PE;PE;DELINST;1;1;20/03/2018;298
21/09/2017;DPF/PPA/MS;MS;DELINST;1;1;20/03/2018;180
27/12/2017;DPF/VAG/MG;MG;DELINST;1;1;20/03/2018;83
12/02/2018;DPF/MGA/PR;PR;DELINST;1;1;20/03/2018;36
22/09/2015;SR/PF/GO;GO;DELINST;1;1;21/03/2018;911
24/05/2016;DPF/SNM/PA;PA;DELINST;2;2;21/03/2018;666
20/09/2016;DPF/RPO/SP;SP;DELINST;1;1;21/03/2018;547
14/11/2017;DPF/SJE/SP;SP;DELINST;1;1;21/03/2018;127
28/02/2018;SR/PF/AC;AC;DELINST;1;1;21/03/2018;21
07/03/2018;SR/DPF/RR;RR;DELINST;1;1;21/03/2018;14
09/03/2018;DPF/CRA/MS;MS;DELINST;2;2;21/03/2018;12
13/03/2015;SR/DPF/RJ;RJ;DELINST;4;4;22/03/2018;1105
09/06/2016;SR/DPF/RJ;RJ;DELINST;1;1;22/03/2018;651
20/09/2016;DPF/RPO/SP;SP;DELINST;1;1;22/03/2018;548
01/03/2017;DPF/PFO/RS;RS;DELINST;1;1;22/03/2018;386
27/03/2017;SR/PF/GO;GO;DELINST;1;1;22/03/2018;360
28/04/2017;DPF/STS/SP;SP;DELINST;1;1;22/03/2018;328
08/06/2017;SR/PF/TO;TO;DELINST;5;5;22/03/2018;287
07/07/2017;DPF/RPO/SP;SP;DELINST;1;1;22/03/2018;258
24/07/2017;SR/PF/PE;PE;DELINST;2;2;22/03/2018;241
10/08/2017;DPF/SJE/SP;SP;DELINST;1;1;22/03/2018;224
10/10/2017;DPF/JVE/SC;SC;DELINST;1;1;22/03/2018;163
18/07/2016;SR/PF/TO;TO;DELINST;8;8;23/03/2018;613
26/09/2016;DPF/RPO/SP;SP;DELINST;1;1;23/03/2018;543
15/12/2016;DPF/NVI/MS;MS;DELINST;2;2;23/03/2018;463
13/01/2017;DPF/ITZ/MA;MA;DELINST;1;1;23/03/2018;434
13/01/2017;DPF/ITZ/MA;MA;DELINST;1;1;23/03/2018;434
24/01/2017;SR/PF/SP;SP;DELINST;1;1;23/03/2018;423
15/03/2017;DPF/LGE/SC;SC;DELINST;2;2;23/03/2018;373
10/07/2017;DPF/NVI/MS;MS;DELINST;1;1;23/03/2018;256
18/10/2017;SR/PF/PR;PR;DELINST;1;1;23/03/2018;156
23/10/2017;SR/DPF/DF;DF;DELINST;1;1;23/03/2018;151
07/05/2014;SR/PF/SP;SP;DELINST;1;1;26/03/2018;1419
08/05/2014;DPF/RPO/SP;SP;DELINST;1;1;26/03/2018;1418
27/04/2015;DPF/SJE/SP;SP;DELINST;1;1;26/03/2018;1064
25/07/2016;DPF/PCA/SP;SP;DELINST;1;1;26/03/2018;609
10/10/2016;SR/PF/RN;RN;DELINST;1;1;26/03/2018;532
27/01/2017;DPF/JTI/GO;GO;DELINST;1;1;26/03/2018;423
27/04/2017;DPF/AQA/SP;SP;DELINST;1;1;26/03/2018;333
24/05/2017;DPF/PCA/SP;SP;DELINST;1;1;26/03/2018;306
20/11/2017;DPF/PPA/MS;MS;DELINST;1;1;26/03/2018;126
06/02/2018;DPF/TLS/MS;MS;DELINST;1;1;26/03/2018;48
26/02/2018;DPF/GOY/RJ;RJ;DELINST;1;1;26/03/2018;28
21/03/2018;DPF/SNM/PA;PA;DELINST;1;1;26/03/2018;5
10/12/2013;SR/PF/MA;MA;DELINST;3;3;27/03/2018;1568
26/11/2015;SR/PF/AL;AL;DELINST;3;3;27/03/2018;852
13/06/2017;SR/PF/TO;TO;DELINST;4;4;27/03/2018;287
19/06/2017;SR/PF/BA;BA;DELINST;1;1;27/03/2018;281
25/07/2017;SR/PF/GO;GO;DELINST;1;1;27/03/2018;245
03/10/2017;DPF/PGZ/PR;PR;DELINST;1;1;27/03/2018;175
27/07/2015;SR/PF/SP;SP;DELINST;1;1;28/03/2018;975
24/03/2016;DPF/BRG/MT;MT;DELINST;1;1;28/03/2018;734
19/04/2017;DPF/SAG/RS;RS;DELINST;3;3;29/03/2018;344
18/05/2017;DPF/AQA/SP;SP;DELINST;1;1;29/03/2018;315
11/07/2017;SR/DPF/DF;DF;DELINST;1;1;29/03/2018;261
01/02/2018;DPF/JZO/BA;BA;DELINST;1;1;29/03/2018;56
25/03/2018;DEAIN/SR/SP;SP;DELINST;1;1;29/03/2018;4
26/03/2018;DPF/CAE/MT;MT;DELINST;1;1;29/03/2018;3
01/06/2016;SR/PF/MS;MS;DELINST;1;1;30/01/2018;608
13/01/2017;SR/PF/MS;MS;DELINST;1;1;31/01/2018;383
21/08/2015;SR/PF/MS;MS;DELINST;1;1;01/02/2018;895
18/05/2017;SR/PF/MS;MS;DELINST;1;1;02/02/2018;260
19/01/2017;SR/PF/MS;MS;DELINST;1;1;19/02/2018;396
11/11/2015;SR/PF/MS;MS;DELINST;6;6;26/02/2018;838
27/01/2017;SR/PF/MS;MS;DELINST;1;1;26/02/2018;395
19/12/2017;DPF/ARU/SP;SP;DELINST;1;1;17/01/2018;29
30/03/2017;DPF/ARU/SP;SP;DELINST;1;1;22/01/2018;298
25/04/2017;DPF/ARU/SP;SP;DELINST;1;1;05/03/2018;314
19/12/2017;DPF/ARU/SP;SP;DELINST;1;1;09/03/2018;80
19/12/2017;DPF/ARU/SP;SP;DELINST;1;1;09/03/2018;80
20/12/2017;DPF/ARU/SP;SP;DELINST;1;1;09/03/2018;79
20/12/2017;DPF/ARU/SP;SP;DELINST;1;1;09/03/2018;79
20/12/2017;DPF/ARU/SP;SP;DELINST;1;1;19/03/2018;89
14/04/2017;DPF/BRG/MT;MT;OUTRAS;1;1;15/02/2018;307
22/02/2017;DPF/BRG/MT;MT;OUTRAS;4;3;15/03/2018;386
09/03/2018;DPF/BRG/MT;MT;OUTRAS;1;1;15/03/2018;6
30/09/2015;DPF/CIT/ES;ES;OUTRAS;1;1;01/03/2018;883
24/10/2017;DPF/CIT/ES;ES;OUTRAS;2;2;09/03/2018;136
31/10/2017;DPF/CIT/ES;ES;OUTRAS;1;1;14/03/2018;134
31/08/2016;DPF/CIT/ES;ES;OUTRAS;4;4;21/03/2018;567
16/05/2017;DPF/GMI/RO;RO;OUTRAS;2;2;09/01/2018;238
22/11/2017;DPF/GMI/RO;RO;OUTRAS;4;4;17/01/2018;56
04/07/2017;DPF/GMI/RO;RO;OUTRAS;2;2;25/01/2018;205
02/02/2018;DPF/GMI/RO;RO;OUTRAS;2;2;15/02/2018;13
27/01/2018;DPF/GMI/RO;RO;OUTRAS;1;1;27/02/2018;31
10/07/2017;DPF/GPB/PR;PR;OUTRAS;1;1;31/01/2018;205
11/08/2016;DPF/GPB/PR;PR;OUTRAS;1;1;01/02/2018;539
16/01/2018;DPF/GPB/PR;PR;OUTRAS;1;1;01/02/2018;16
16/11/2017;DPF/GPB/PR;PR;OUTRAS;2;2;09/02/2018;85
15/07/2016;DPF/GPB/PR;PR;OUTRAS;1;1;17/02/2018;582
24/05/2017;DPF/GPB/PR;PR;OUTRAS;1;1;28/02/2018;280
31/08/2017;DPF/GPB/PR;PR;OUTRAS;1;1;06/03/2018;187
28/11/2016;DPF/ILS/BA;BA;OUTRAS;1;1;30/01/2018;428
11/09/2016;DPF/ILS/BA;BA;OUTRAS;1;1;08/03/2018;543
07/07/2017;DPF/ITZ/MA;MA;OUTRAS;2;2;23/01/2018;200
04/08/2016;DPF/ITZ/MA;MA;OUTRAS;1;1;20/02/2018;565
28/02/2018;DPF/ITZ/MA;MA;OUTRAS;1;1;02/03/2018;2
10/01/2018;PF/MBA/PA;PA;OUTRAS;1;2;25/01/2018;15
02/08/2017;PF/MBA/PA;PA;OUTRAS;1;2;27/02/2018;209
14/11/2017;PF/MBA/PA;PA;OUTRAS;2;2;01/03/2018;107
06/02/2017;PF/MBA/PA;PA;OUTRAS;1;1;27/03/2018;414
30/11/2014;DPF/MGA/PR;PR;OUTRAS;1;1;07/03/2018;1193
20/03/2017;DPF/PCA/SP;SP;OUTRAS;1;1;23/01/2018;309
23/01/2018;DPF/PCA/SP;SP;OUTRAS;1;1;06/02/2018;14
27/02/2018;DPF/PCA/SP;SP;OUTRAS;5;5;13/03/2018;14
20/02/2018;DPF/PCA/SP;SP;OUTRAS;3;3;19/03/2018;27
05/12/2017;DPF/UDI/MG;MG;OUTRAS;5;5;03/01/2018;29
20/11/2017;SR/DPF/SC;SC;OUTRAS;1;1;28/03/2018;128
27/06/2015;DPF/CZS/AC;AC;OUTRAS;3;3;31/01/2018;949
07/04/2014;SR/PF/PI;PI;OUTRAS;3;3;01/02/2018;1396
04/05/2017;SR/PF/AL;AL;OUTRAS;1;1;28/02/2018;300
29/08/2014;SR/PF/AM;AM;OUTRAS;1;1;05/03/2018;1284
24/08/2015;DPF/LIV/RS;RS;OUTRAS;1;1;12/03/2018;931
04/12/2017;DEAIN/SR/SP;SP;DRE;1;1;01/01/2018;28
08/12/2017;DEAIN/SR/SP;SP;DRE;1;1;01/01/2018;24
08/12/2017;DEAIN/SR/SP;SP;DRE;1;1;01/01/2018;24
04/01/2018;DPF/PPA/MS;MS;DRE;1;1;01/01/2018;-3
06/12/2017;DEAIN/SR/DPF/RJ;RJ;DRE;1;1;02/01/2018;27
22/05/2017;SR/DPF/RJ;RJ;DRE;1;1;03/01/2018;226
07/12/2017;DPF/FIG/PR;PR;DRE;1;1;04/01/2018;28
10/12/2017;DEAIN/SR/SP;SP;DRE;1;1;04/01/2018;25
10/12/2017;DEAIN/SR/SP;SP;DRE;1;1;04/01/2018;25
28/08/2017;DPF/URA/MG;MG;DRE;1;1;05/01/2018;130
14/10/2017;SR/PF/RO;RO;DRE;1;1;05/01/2018;83
13/12/2017;SR/PF/AM;AM;DRE;1;1;05/01/2018;23
29/12/2017;SR/DPF/RJ;RJ;DRE;3;3;05/01/2018;7
04/09/2017;SR/PF/RO;RO;DRE;1;1;06/01/2018;124
25/12/2017;DEAIN/SR/SP;SP;DRE;1;1;06/01/2018;12
28/03/2017;DPF/EPA/AC;AC;DRE;13;13;07/01/2018;285
15/12/2017;DEAIN/SR/SP;SP;DRE;1;1;07/01/2018;23
18/12/2017;DEAIN/SR/SP;SP;DRE;1;1;07/01/2018;20
22/12/2017;DEAIN/SR/DPF/RJ;RJ;DRE;1;1;07/01/2018;16
30/12/2017;DEAIN/SR/DPF/RJ;RJ;DRE;1;1;07/01/2018;8
18/08/2017;DPF/CXS/RS;RS;DRE;1;1;08/01/2018;143
08/11/2017;DPF/TBA/AM;AM;DRE;1;1;08/01/2018;61
09/11/2017;DPF/CZS/AC;AC;DRE;2;2;08/01/2018;60
29/11/2017;DPF/GRA/PR;PR;DRE;2;1;08/01/2018;40
06/05/2014;SR/PF/PA;PA;DRE;1;1;09/01/2018;1344
11/12/2017;DPF/TLS/MS;MS;DRE;1;1;09/01/2018;29
15/12/2017;SR/PF/AM;AM;DRE;4;3;09/01/2018;25
20/12/2017;SR/PF/AM;AM;DRE;2;2;09/01/2018;20
22/12/2017;DPF/GMI/RO;RO;DRE;1;1;09/01/2018;18
05/01/2018;DPF/PPA/MS;MS;DRE;1;1;09/01/2018;4
24/08/2017;SR/PF/MT;MT;DRE;1;1;10/01/2018;139
21/09/2017;DPF/PTS/RS;RS;DRE;1;1;10/01/2018;111
13/12/2017;SR/PF/PE;PE;DRE;1;1;10/01/2018;28
20/12/2017;DEAIN/SR/DPF/RJ;RJ;DRE;2;2;10/01/2018;21
06/06/2017;DPF/SMA/RS;RS;DRE;1;1;11/01/2018;219
15/12/2017;SR/PF/PE;PE;DRE;3;3;11/01/2018;27
15/12/2017;SR/PF/PE;PE;DRE;2;2;11/01/2018;27
19/12/2017;DPF/MCE/RJ;RJ;DRE;1;1;11/01/2018;23
30/09/2016;SR/PF/SP;SP;DRE;1;1;12/01/2018;469
13/11/2017;DPF/GRA/PR;PR;DRE;1;1;12/01/2018;60
14/11/2017;DPF/LIV/RS;RS;DRE;5;4;12/01/2018;59
17/11/2017;DPF/MII/SP;SP;DRE;1;1;12/01/2018;56
07/12/2017;DPF/GRA/PR;PR;DRE;1;1;12/01/2018;36
15/12/2017;DPF/FIG/PR;PR;DRE;1;1;12/01/2018;28
19/12/2017;DPF/PDE/SP;SP;DRE;1;1;12/01/2018;24
10/01/2018;DEAIN/SR/SP;SP;DRE;1;1;14/01/2018;4
25/01/2016;SR/PF/PR;PR;DRE;27;22;15/01/2018;721
13/05/2016;SR/PF/SP;SP;DRE;14;14;15/01/2018;612
16/05/2017;DPF/TBA/AM;AM;DRE;2;2;15/01/2018;244
